Date,High,Low,Close
2015-03-02,30.33291342589731,29.767880899057236,30.175561904907227
2015-03-03,30.24708656371488,29.775034729131377,30.175561904907227
2015-03-04,30.075423122327905,29.74641795342399,29.868005752563477
2015-03-05,30.31860301101801,29.95383686642055,30.15410041809082
2015-03-06,29.724956459252994,29.145619241798425,29.288665771484375
2015-03-09,29.801612196678448,29.26698812282248,29.707691192626953
2015-03-10,30.119499928268464,29.483734083118776,29.960559844970703
2015-03-11,30.025591457751062,29.368149620836896,29.425945281982422
2015-03-12,30.31457614690428,29.527090604799238,30.177309036254883
2015-03-13,30.09783248697414,29.346469705973405,29.714927673339844
2015-03-16,30.45183655650424,29.844967127606594,30.256771087646484
2015-03-17,30.58911261635385,30.119510117434245,30.220657348632812
2015-03-18,31.15262901602228,30.018361407959766,30.928667068481445
2015-03-19,31.130942190511607,30.365130137670302,30.516849517822266
2015-03-20,30.95034282582616,30.502416135230188,30.82029914855957
2015-03-23,30.993687306167242,30.61077975172805,30.639678955078125
2015-03-24,30.820305527733193,29.96779802519174,30.11229133605957
2015-03-25,30.394036030647623,29.93165988019188,29.953332901000977
2015-03-26,30.14117999689817,29.51263472807608,29.584882736206055
2015-03-27,30.003917383196224,29.58488985907597,29.902772903442383
2015-03-30,30.581872383750834,29.902755127431455,30.401256561279297
2015-03-31,30.84918871221982,30.27844194663471,30.487957000732422
2015-04-01,30.63967992020276,30.083382640099654,30.610780715942383
2015-04-02,30.755265470158662,30.46627901948763,30.552976608276367
2015-04-06,31.06593467141964,30.603558410290177,30.661354064941406
2015-04-07,30.654125462923815,30.177299679691064,30.198972702026367
2015-04-08,30.314567827922893,29.909990031357985,30.141178131103516
2015-04-09,30.184519222777002,29.816064110530057,30.090600967407227
2015-04-10,30.552982660265876,30.119502898394874,30.43016242980957
2015-04-13,30.480732978731634,30.025582974374657,30.032806396484375
2015-04-14,30.379590784649135,30.076157425924716,30.19175148010254
2015-04-15,30.646894745223367,30.133946415419622,30.162845611572266
2015-04-16,30.148405705588505,29.72937825058262,29.852195739746094
2015-04-17,30.040036833963224,29.59210743222442,29.714927673339844
2015-04-20,30.495178697564015,29.801614512170303,30.090600967407227
2015-04-21,30.35790924584417,29.938879194493264,30.01835060119629
2015-04-22,30.2567846469274,29.93167538646995,30.11229133605957
2015-04-23,30.52407236911269,30.068919749094523,30.27843475341797
2015-04-24,30.870853906832572,30.170063682293097,30.574644088745117
2015-04-27,30.950341094321935,30.264000115140917,30.285673141479492
2015-04-28,30.632449639374084,30.06892630637318,30.56020164489746
2015-04-29,30.49517779828985,30.090600080063677,30.227867126464844
2015-04-30,30.213412777353,29.389805116503556,29.57764434814453
2015-05-01,29.8449667223759,29.382587789891502,29.76549530029297
2015-05-04,30.292892242074355,29.7943934609166,30.04725456237793
2015-05-05,30.00390949478669,29.303121745318077,29.32479476928711
2015-05-06,29.469283850790383,28.790166465536984,29.165847778320312
2015-05-07,29.657137955735195,28.681812944014,29.187538146972656
2015-05-08,29.765498120329884,29.006911961632838,29.180301666259766
2015-05-11,29.476521576935497,29.02136862534125,29.11528968811035
2015-05-12,29.12972880808989,28.782946650372104,29.086380004882812
2015-05-13,29.310343949863807,28.652902275656075,28.77572250366211
2015-05-14,29.12972880808989,28.847968477192914,29.086380004882812
2015-05-15,29.43315899712542,29.09360033026582,29.288665771484375
2015-05-18,29.563197722763586,29.144170430396844,29.462053298950195
2015-05-19,29.541538212533755,29.21642901878281,29.433170318603516
2015-05-20,29.772724641568505,29.375370208133287,29.563209533691406
2015-05-21,29.606554018262646,29.281444890760216,29.38258934020996
2015-05-22,29.462067094956808,29.09361184196267,29.368148803710938
2015-05-26,29.38259328956983,28.90576742380188,29.129732131958008
2015-05-27,29.216424291725403,28.970786580187536,29.180301666259766
2015-05-28,29.317574067895094,28.992464898284595,29.216426849365234
2015-05-29,29.31756876160762,28.92743782868616,29.06470489501953
2015-06-01,29.252549154325916,28.956339221194025,29.057483673095703
2015-06-02,28.905758922144894,28.363911381503012,28.623998641967773
2015-06-03,28.681798055698803,28.07492867836184,28.40003776550293
2015-06-04,28.544533679747907,28.190528083201198,28.241100311279297
2015-06-05,27.988239788795564,27.65590445354272,27.72092628479004
2015-06-08,27.881585168714764,27.677111366993927,27.699018478393555
2015-06-09,27.881584652931146,27.62599240550832,27.655200958251953
2015-06-10,27.983825941563673,27.604086838863275,27.611391067504883
2015-06-11,28.013028579361276,27.742830704275107,27.96921157836914
2015-06-12,27.925404412561207,27.567572445160316,27.582178115844727
2015-06-15,27.728232335888848,27.45073016138694,27.552967071533203
2015-06-16,27.618692510399484,27.311981765380125,27.611391067504883
2015-06-17,27.90348049854419,27.531045833268973,27.81584930419922
2015-06-18,28.283231340762345,27.845072398127577,28.144481658935547
2015-06-19,28.305141584638516,27.93270672075707,27.94000816345215
2015-06-22,28.115266386045953,27.823158607996337,27.976516723632812
2015-06-23,27.99843292239415,27.56757534204228,27.57487678527832
2015-06-24,27.728218505889572,27.56025755360216,27.589466094970703
2015-06-25,27.742837807690556,27.38500583899902,27.39230728149414
2015-06-26,27.596784084058832,27.20974077111629,27.552967071533203
2015-06-29,27.903490542984528,27.39960751193598,27.414213180541992
2015-06-30,27.728228904335968,27.4507267641768,27.516450881958008
2015-07-01,27.757436055495234,27.42151404190223,27.73552894592285
2015-07-02,28.2394088809197,27.888881237327737,28.115264892578125
2015-07-06,28.22481608021833,27.874285525691267,28.15909194946289
2015-07-07,28.969682295342867,28.26862684375064,28.918563842773438
2015-07-08,28.976979433147402,28.589939019610018,28.684871673583984
2015-07-09,28.86743916317808,28.115265421268617,28.246713638305664
2015-07-10,28.721392160416336,28.12257087200012,28.49500846862793
2015-07-13,28.67026889228997,28.239411435734525,28.414676666259766
2015-07-14,28.56803624709509,28.290536870667626,28.3781681060791
2015-07-15,28.48770354518672,28.202899969869062,28.473100662231445
2015-07-16,29.05000686011072,28.473098315545226,28.96237564086914
2015-07-17,28.984294449457792,28.68488510925115,28.765214920043945
2015-07-20,28.72139518145388,28.34165610322748,28.568037033081055
2015-07-21,28.56803655631501,28.115271918417132,28.26132583618164
2015-07-22,28.50961118167167,28.19559629383682,28.23210906982422
2015-07-23,28.18100232967583,27.691722013861874,27.947317123413086
2015-07-24,28.195601101158342,27.845073377571474,28.137178421020508
2015-07-27,28.60454680794759,28.086058092226903,28.49500846862793
2015-07-28,28.794426683515997,28.46580599176608,28.728702545166016
