Date,High,Low,Close
2015-03-02,114.94712697367498,113.74588379135419,114.92386627197266
2015-03-03,114.70690027327228,114.07915679226758,114.63715362548828
2015-03-04,114.33489676988331,113.13365335917298,114.27289581298828
2015-03-05,114.78441682380507,113.76917608932301,114.18766784667969
2015-03-06,113.93192696289539,112.39744130174303,112.63768768310547
2015-03-09,113.76142091064413,112.8081811253809,113.4049301147461
2015-03-10,112.42844978656484,111.1729507446289,111.1729507446289
2015-03-11,111.24267499456322,110.02594011057523,110.20418548583984
2015-03-12,112.00216232557214,110.60717043497253,111.87041473388672
2015-03-13,111.86264709207114,109.76241967449324,110.43666076660156
2015-03-16,111.89368391684408,110.77769020186273,111.77742767333984
2015-03-17,112.31215986089303,110.93267110862624,111.61466979980469
2015-03-18,113.5211430392292,110.63816377244217,113.12590026855469
2015-03-19,113.39714434160344,111.73089990261785,111.8936538696289
2015-03-20,112.90117904888388,111.28144358334984,111.35894775390625
2015-03-23,112.2888846248208,110.95589394610124,110.98690032958984
2015-03-24,111.38217724879829,110.11893280660665,110.64593505859375
2015-03-25,111.93243795075635,109.70046207152554,109.7159652709961
2015-03-26,110.43668613754006,109.15019278020996,110.20418548583984
2015-03-27,111.80067979225697,110.14219236935351,111.64568328857422
2015-03-30,113.72263842651698,112.420642190012,113.43588256835938
2015-03-31,114.21089603877347,112.37416349544768,113.97064971923828
2015-04-01,115.6136536381056,113.45917025049404,114.1024169921875
2015-04-02,115.3579129923493,114.09466842574966,114.5441665649414
2015-04-06,116.89239145334773,113.49016695619807,116.14839172363281
2015-04-07,116.53585456872709,114.94712618496347,114.97037506103516
2015-04-08,115.58267566594309,113.93193364807715,115.06343078613281
2015-04-09,115.55163402421032,114.28838975884348,114.41239166259766
2015-04-10,114.98587983971042,114.07913809074178,114.97813415527344
2015-04-13,115.4199106190625,113.96292918455771,114.12567138671875
2015-04-14,114.51314175954253,113.1646593842269,113.9164047241211
2015-04-15,115.07889516192623,114.14114695922473,114.76889038085938
2015-04-16,115.14093384537628,113.9164411662581,114.79993438720703
2015-04-17,114.13340693553346,112.59116411509433,113.27316284179688
2015-04-20,115.24164453373423,113.86215569174313,115.1718978881836
2015-04-21,115.4276640985577,114.25741502406427,115.04791259765625
2015-04-22,115.75316154154123,113.94742320972532,115.63691711425781
