Date,High,Low,Close
2015-03-02,48.14685880452979,46.89701687933457,48.04084396362305
2015-03-03,48.44815243626147,47.65026148488436,48.25844192504883
2015-03-04,48.766183104544595,47.706047856349095,48.67690658569336
2015-03-05,49.17907786767324,48.23611482889386,49.089805603027344
2015-03-06,49.028422557310506,48.185893588567204,48.766178131103516
2015-03-09,49.37995461032736,48.81640817367884,48.877784729003906
2015-03-10,48.31423823513556,46.9025859782101,47.08113479614258
2015-03-11,47.68932853109852,46.763103436041604,47.488460540771484
2015-03-12,48.481628328142044,47.53866514695377,47.99619674682617
2015-03-13,47.68374588908085,46.42832312521699,46.712886810302734
2015-03-16,47.62793593654489,45.948458571406924,47.57771682739258
2015-03-17,47.265263962218484,45.624843788160135,46.121437072753906
2015-03-18,48.54299217989236,45.61925453249446,48.43697738647461
2015-03-19,48.146851102568505,47.26526445180412,47.438232421875
2015-03-20,48.102210329490724,47.600040475013984,47.72279357910156
2015-03-23,48.92242424750989,47.990622712047475,48.19706726074219
2015-03-24,48.4593093042459,47.77301403135102,48.00735855102539
2015-03-25,48.72156160785013,47.616787720129786,47.6502685546875
2015-03-26,49.430166321323256,47.98503758167125,49.02285385131836
2015-03-27,49.41901264985555,47.817649857407154,48.29750061035156
2015-03-30,49.240470199594256,48.68808538023328,48.9726448059082
2015-03-31,49.20140144061516,48.15800434931083,48.989376068115234
2015-04-01,49.54174919557331,48.55972888340148,49.45247268676758
2015-04-02,49.92675383665954,49.084224756193585,49.089805603027344
2015-04-06,51.198922325895104,49.145608840742376,50.74696731567383
2015-04-07,51.29378705170721,50.29502793630828,51.23799133300781
2015-04-08,51.68993193038681,50.864145240859855,50.91994094848633
2015-04-09,51.6787808671806,50.46241556032766,50.62980270385742
2015-04-10,51.05383880970433,50.473554229340635,51.003623962402344
2015-04-13,51.30492779902154,50.752543126834205,50.830657958984375
2015-04-14,52.253468832218275,51.13195700875944,52.05818176269531
2015-04-15,54.12263019038154,52.365038770955955,53.85480499267578
2015-04-16,53.955250420425315,53.2856936687244,53.514461517333984
2015-04-17,53.54238327251249,52.73891137415142,53.369415283203125
2015-04-20,54.02221223460347,53.4754042454921,53.75996780395508
2015-04-21,53.94411984880472,53.10159051541986,53.871585845947266
2015-04-22,54.44068073962775,53.48097962636603,54.184017181396484
2015-04-23,54.95402783408345,53.97758808593088,54.44070053100586
2015-04-24,56.97386551637627,55.07678169958056,56.25967025756836
2015-04-27,57.900096330807116,56.404748148711576,57.76618576049805
2015-04-28,58.11770619190802,56.689311182937935,58.106544494628906
2015-04-29,58.697950157168414,56.6334801690519,58.279476165771484
2015-04-30,58.71470664340723,57.570875759036944,57.760581970214844
2015-05-01,58.64217822707473,57.49835140815697,58.30739974975586
2015-05-04,58.56407113980838,57.86103326455912,57.95589065551758
2015-05-05,59.11646701789202,57.1803295228329,57.453731536865234
2015-05-06,58.580810073641544,57.3756065311434,57.61553192138672
2015-05-07,57.18031622749043,55.807717113390595,56.795318603515625
2015-05-08,59.880853895712775,57.280737026694034,57.933555603027344
2015-05-11,58.240446101688576,57.62110396314579,57.70479965209961
2015-05-12,58.22369252153404,57.10218080079805,57.59877395629883
2015-05-13,58.68682229145824,57.58762937248208,58.251609802246094
2015-05-14,59.02159364126134,58.00609653732151,58.14558792114258
2015-05-15,58.4859491485145,57.38117547951377,58.44131088256836
2015-05-18,58.396682050963385,57.66016336837086,58.251609802246094
2015-05-19,58.06746516715263,55.89139902494164,56.482845306396484
2015-05-20,57.15243215056306,56.25410694924181,56.80649185180664
2015-05-21,58.095378114904186,56.856693837818625,57.70479965209961
2015-05-22,57.94472702761297,57.046402066112286,57.4146614074707
2015-05-26,56.973869407197895,55.684970196076705,56.14250183105469
2015-05-27,56.81205294097065,55.75191752946324,56.544227600097656
2015-05-28,56.66139846062126,55.59568230791108,56.61117935180664
2015-05-29,57.11893510235531,56.20944852796916,56.410316467285156
